City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
123,ahipara,-35.1667,173.1667,18.95,94,100,9.8,NZ,1676234631
124,nioki,-2.7167,17.6833,23.19,86,100,1.23,CD,1676234632
125,rabo de peixe,37.8,-25.5833,14.73,82,20,4.63,PT,1676234632
126,sibolga,1.7427,98.7792,24.28,87,100,1.5,ID,1676234633
127,ust-tsilma,65.441,52.1498,-14.93,97,59,2.55,RU,1676234633
128,port hardy,50.6996,-127.4199,6.1,100,75,5.66,CA,1676234633
129,klaksvik,62.2266,-6.589,8.51,83,95,11.5,FO,1676234633
130,upernavik,72.7868,-56.1549,-25.68,94,100,3.02,GL,1676234634
131,imeni poliny osipenko,52.4201,136.4853,-32.05,100,92,0.32,RU,1676234634
132,naziya,59.8,31.3833,-0.87,1,100,6.02,RU,1676234634
133,barcelos,41.5388,-8.6151,14.08,64,100,2.56,PT,1676234635
134,presque isle,46.6811,-68.0159,1.83,63,100,5.66,US,1676234635
135,slave lake,55.2834,-114.769,2.99,65,100,2.57,CA,1676234525
136,contamana,-7.3333,-75.0167,27.66,77,94,1.71,PE,1676234636
